"","Facility.Name","City","Number.of.Patients"
"333","FAYETTE MEDICAL CENTER","FAYETTE",NA
"334","FAYETTE MEDICAL CENTER","FAYETTE",NA
"335","FAYETTE MEDICAL CENTER","FAYETTE",NA
"336","FAYETTE MEDICAL CENTER","FAYETTE",NA
"337","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",52
"338","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",187
"339","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",192
"340","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"341","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"342","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"343","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"344","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"345","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"346","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"347","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"348","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"349","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"350","RIVERVIEW REGIONAL MEDICAL CENTER","GADSDEN",NA
"351","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"352","MEDICAL CENTER ENTERPRISE","ENTERPRISE",70
"353","MEDICAL CENTER ENTERPRISE","ENTERPRISE",137
"354","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"355","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"356","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"357","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"358","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"359","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"360","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"361","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"362","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"363","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"364","MEDICAL CENTER ENTERPRISE","ENTERPRISE",NA
"365","GREENE COUNTY HOSPITAL","EUTAW",NA
"366","GREENE COUNTY HOSPITAL","EUTAW",NA
"367","GREENE COUNTY HOSPITAL","EUTAW",NA
"368","GREENE COUNTY HOSPITAL","EUTAW",NA
"369","GREENE COUNTY HOSPITAL","EUTAW",NA
"370","GREENE COUNTY HOSPITAL","EUTAW",NA
"371","GREENE COUNTY HOSPITAL","EUTAW",NA
"372","GREENE COUNTY HOSPITAL","EUTAW",NA
"373","GREENE COUNTY HOSPITAL","EUTAW",NA
"374","GREENE COUNTY HOSPITAL","EUTAW",NA
"375","GREENE COUNTY HOSPITAL","EUTAW",NA
"376","GREENE COUNTY HOSPITAL","EUTAW",NA
"377","GREENE COUNTY HOSPITAL","EUTAW",NA
"378","GREENE COUNTY HOSPITAL","EUTAW",NA
"379","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"380","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"381","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",33
"382","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"383","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"384","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"385","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"386","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"387","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"388","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"389","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"390","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"391","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"392","LAKE MARTIN COMMUNITY HOSPITAL","DADEVILLE",NA
"393","FLOWERS HOSPITAL","DOTHAN",254
"394","FLOWERS HOSPITAL","DOTHAN",335
"395","FLOWERS HOSPITAL","DOTHAN",322
"396","FLOWERS HOSPITAL","DOTHAN",NA
"397","FLOWERS HOSPITAL","DOTHAN",NA
"398","FLOWERS HOSPITAL","DOTHAN",NA
"399","FLOWERS HOSPITAL","DOTHAN",NA
"400","FLOWERS HOSPITAL","DOTHAN",NA
"401","FLOWERS HOSPITAL","DOTHAN",NA
"402","FLOWERS HOSPITAL","DOTHAN",NA
"403","FLOWERS HOSPITAL","DOTHAN",NA
"404","FLOWERS HOSPITAL","DOTHAN",NA
"405","FLOWERS HOSPITAL","DOTHAN",NA
"406","FLOWERS HOSPITAL","DOTHAN",NA
"407","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",160
"408","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",335
"409","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",332
"410","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"411","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"412","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"413","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"414","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"415","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"416","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"417","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"418","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"419","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"420","ST VINCENT'S BIRMINGHAM","BIRMINGHAM",NA
"421","BIBB MEDICAL CENTER","CENTREVILLE",NA
"422","BIBB MEDICAL CENTER","CENTREVILLE",NA
"423","BIBB MEDICAL CENTER","CENTREVILLE",30
"424","BIBB MEDICAL CENTER","CENTREVILLE",NA
"425","BIBB MEDICAL CENTER","CENTREVILLE",NA
"426","BIBB MEDICAL CENTER","CENTREVILLE",NA
"427","BIBB MEDICAL CENTER","CENTREVILLE",NA
"428","BIBB MEDICAL CENTER","CENTREVILLE",NA
"429","BIBB MEDICAL CENTER","CENTREVILLE",NA
"430","BIBB MEDICAL CENTER","CENTREVILLE",NA
"431","BIBB MEDICAL CENTER","CENTREVILLE",NA
"432","BIBB MEDICAL CENTER","CENTREVILLE",NA
"433","BIBB MEDICAL CENTER","CENTREVILLE",NA
"434","BIBB MEDICAL CENTER","CENTREVILLE",NA
"435","LAWRENCE MEDICAL CENTER","MOULTON",NA
"436","LAWRENCE MEDICAL CENTER","MOULTON",NA
"437","LAWRENCE MEDICAL CENTER","MOULTON",51
"438","LAWRENCE MEDICAL CENTER","MOULTON",NA
"439","LAWRENCE MEDICAL CENTER","MOULTON",NA
"440","LAWRENCE MEDICAL CENTER","MOULTON",NA
"441","LAWRENCE MEDICAL CENTER","MOULTON",NA
"442","LAWRENCE MEDICAL CENTER","MOULTON",NA
"443","LAWRENCE MEDICAL CENTER","MOULTON",NA
"444","LAWRENCE MEDICAL CENTER","MOULTON",NA
"445","LAWRENCE MEDICAL CENTER","MOULTON",NA
"446","LAWRENCE MEDICAL CENTER","MOULTON",NA
"447","LAWRENCE MEDICAL CENTER","MOULTON",NA
"448","LAWRENCE MEDICAL CENTER","MOULTON",NA
"449","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"450","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",47
"451","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",86
"452","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"453","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"454","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"455","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"456","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"457","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"458","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"459","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"460","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"461","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"462","HIGHLANDS MEDICAL CENTER","SCOTTSBORO",NA
"463","WIREGRASS MEDICAL CENTER","GENEVA",NA
"464","WIREGRASS MEDICAL CENTER","GENEVA",36
"465","WIREGRASS MEDICAL CENTER","GENEVA",50
"466","WIREGRASS MEDICAL CENTER","GENEVA",NA
"467","WIREGRASS MEDICAL CENTER","GENEVA",NA
"468","WIREGRASS MEDICAL CENTER","GENEVA",NA
"469","WIREGRASS MEDICAL CENTER","GENEVA",NA
"470","WIREGRASS MEDICAL CENTER","GENEVA",NA
"471","WIREGRASS MEDICAL CENTER","GENEVA",NA
"472","WIREGRASS MEDICAL CENTER","GENEVA",NA
"473","WIREGRASS MEDICAL CENTER","GENEVA",NA
"474","WIREGRASS MEDICAL CENTER","GENEVA",NA
"475","WIREGRASS MEDICAL CENTER","GENEVA",NA
"476","WIREGRASS MEDICAL CENTER","GENEVA",NA
"477","RUSSELL MEDICAL CENTER","ALEXANDER CITY",30
"478","RUSSELL MEDICAL CENTER","ALEXANDER CITY",106
"479","RUSSELL MEDICAL CENTER","ALEXANDER CITY",95
"480","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"481","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"482","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"483","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"484","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"485","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"486","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"487","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"488","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"489","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"490","RUSSELL MEDICAL CENTER","ALEXANDER CITY",NA
"491","MEDICAL CENTER BARBOUR","EUFAULA",NA
"492","MEDICAL CENTER BARBOUR","EUFAULA",48
"493","MEDICAL CENTER BARBOUR","EUFAULA",42
"494","MEDICAL CENTER BARBOUR","EUFAULA",NA
"495","MEDICAL CENTER BARBOUR","EUFAULA",NA
"496","MEDICAL CENTER BARBOUR","EUFAULA",NA
"497","MEDICAL CENTER BARBOUR","EUFAULA",NA
"498","MEDICAL CENTER BARBOUR","EUFAULA",NA
"499","MEDICAL CENTER BARBOUR","EUFAULA",NA
"500","MEDICAL CENTER BARBOUR","EUFAULA",NA
"501","MEDICAL CENTER BARBOUR","EUFAULA",NA
"502","MEDICAL CENTER BARBOUR","EUFAULA",NA
"503","MEDICAL CENTER BARBOUR","EUFAULA",NA
"504","MEDICAL CENTER BARBOUR","EUFAULA",NA
"505","CLAY COUNTY HOSPITAL","ASHLAND",NA
"506","CLAY COUNTY HOSPITAL","ASHLAND",24
"507","CLAY COUNTY HOSPITAL","ASHLAND",33
"508","CLAY COUNTY HOSPITAL","ASHLAND",NA
"509","CLAY COUNTY HOSPITAL","ASHLAND",NA
"510","CLAY COUNTY HOSPITAL","ASHLAND",NA
"511","CLAY COUNTY HOSPITAL","ASHLAND",NA
"512","CLAY COUNTY HOSPITAL","ASHLAND",NA
"513","CLAY COUNTY HOSPITAL","ASHLAND",NA
"514","CLAY COUNTY HOSPITAL","ASHLAND",NA
"515","CLAY COUNTY HOSPITAL","ASHLAND",NA
"516","CLAY COUNTY HOSPITAL","ASHLAND",NA
"517","CLAY COUNTY HOSPITAL","ASHLAND",NA
"518","CLAY COUNTY HOSPITAL","ASHLAND",NA
"519","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",182
"520","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",266
"521","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",246
"522","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"523","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"524","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"525","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"526","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"527","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"528","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"529","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"530","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"531","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"532","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","ANNISTON",NA
"533","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"534","ATHENS LIMESTONE HOSPITAL","ATHENS",118
"535","ATHENS LIMESTONE HOSPITAL","ATHENS",159
"536","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"537","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"538","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"539","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"540","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"541","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"542","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"543","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"544","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"545","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"546","ATHENS LIMESTONE HOSPITAL","ATHENS",NA
"547","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",87
"548","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",228
"549","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",248
"550","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"551","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"552","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"553","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"554","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"555","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"556","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"557","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"558","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"559","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"560","SOUTH BALDWIN REGIONAL MEDICAL CENTER","FOLEY",NA
"561","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",33
"562","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",318
"563","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",400
"564","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"565","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"566","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"567","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"568","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"569","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"570","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"571","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"572","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"573","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"574","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","DECATUR",NA
"575","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"576","NORTHWEST MEDICAL CENTER","WINFIELD",37
"577","NORTHWEST MEDICAL CENTER","WINFIELD",58
"578","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"579","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"580","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"581","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"582","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"583","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"584","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"585","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"586","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"587","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"588","NORTHWEST MEDICAL CENTER","WINFIELD",NA
"589","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"590","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",29
"591","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",37
"592","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"593","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"594","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"595","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"596","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"597","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"598","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"599","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"600","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"601","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"602","USA HEALTH UNIVERSITY HOSPITAL","MOBILE",NA
"603","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"604","WALKER BAPTIST MEDICAL CENTER","JASPER",113
"605","WALKER BAPTIST MEDICAL CENTER","JASPER",151
"606","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"607","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"608","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"609","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"610","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"611","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"612","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"613","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"614","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"615","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"616","WALKER BAPTIST MEDICAL CENTER","JASPER",NA
"617","PROVIDENCE HOSPITAL","MOBILE",171
"618","PROVIDENCE HOSPITAL","MOBILE",323
"619","PROVIDENCE HOSPITAL","MOBILE",316
"620","PROVIDENCE HOSPITAL","MOBILE",NA
"621","PROVIDENCE HOSPITAL","MOBILE",NA
"622","PROVIDENCE HOSPITAL","MOBILE",NA
"623","PROVIDENCE HOSPITAL","MOBILE",NA
"624","PROVIDENCE HOSPITAL","MOBILE",NA
"625","PROVIDENCE HOSPITAL","MOBILE",NA
"626","PROVIDENCE HOSPITAL","MOBILE",NA
"627","PROVIDENCE HOSPITAL","MOBILE",NA
"628","PROVIDENCE HOSPITAL","MOBILE",NA
"629","PROVIDENCE HOSPITAL","MOBILE",NA
"630","PROVIDENCE HOSPITAL","MOBILE",NA
"631","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"632","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"633","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",29
"634","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"635","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"636","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"637","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"638","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"639","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"640","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"641","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"642","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"643","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"644","GROVE HILL MEMORIAL HOSPITAL","GROVE HILL",NA
"645","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",237
"646","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",610
"647","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",651
"648","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"649","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"650","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"651","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"652","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"653","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"654","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"655","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"656","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"657","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"658","DCH REGIONAL MEDICAL CENTER","TUSCALOOSA",NA
"659","HALE COUNTY HOSPITAL","GREENSBORO",NA
"660","HALE COUNTY HOSPITAL","GREENSBORO",NA
"661","HALE COUNTY HOSPITAL","GREENSBORO",NA
"662","HALE COUNTY HOSPITAL","GREENSBORO",NA
"663","HALE COUNTY HOSPITAL","GREENSBORO",NA
